skolkod,andel_minst_e_na1
82002016,.
23306658,"100,0"
97535124,.
11102578,"100,0"
69306209,.
10129345,"100,0"
17944628,"98,3"
94468610,"94,6"
94090461,"100,0"
12954099,.
80931789,.
90473340,"100,0"
69807202,.
64648904,"100,0"
75939593,"100,0"
26324896,"93,3"
56639389,"100,0"
95700485,"100,0"
51449748,"95,7"
28267726,"98,0"
12613085,.
53896162,"99,1"
17779637,"95,6"
66824652,.
49168016,.
71929526,"100,0"
60873719,"100,0"
28085125,"93,8"
21938183,"97,6"
78986228,.
71472793,"100,0"
69063711,"95,0"
77609073,..
35894996,"96,7"
12926770,"94,1"
68748767,"91,3"
23548714,"95,7"
48593439,"97,7"
91773491,"93,5"
30361243,"99,5"
25596917,"98,8"
65722876,"98,1"
52129378,.
65381163,"91,4"
31155312,"86,8"
84424083,"100,0"
49231191,"95,7"
78231062,"100,0"
10481541,"86,5"
68381790,"93,8"
13006857,"100,0"
16956086,"97,3"
58187973,"100,0"
88894245,..
31870541,"97,9"
44672598,"100,0"
31822012,"96,8"
83161201,.
99356671,..
16702464,..
29449669,"96,2"
62855448,"100,0"
36252055,.
91812793,"100,0"
14355031,"100,0"
46611859,"96,7"
58907711,"98,9"
68285560,"97,3"
58544422,"100,0"
65150019,"94,4"
71541108,.
53832505,.
47537928,"82,8"
69471748,"94,8"
49750031,"100,0"
76485705,.
93239262,"100,0"
99976753,"96,7"
75575321,"100,0"
28023078,"100,0"
43284031,.
24194577,..
26267406,.
51955293,.
57690933,"98,9"
12130801,"100,0"
51736304,.
44285075,"100,0"
95785055,"100,0"
68655578,.
68741484,"99,0"
37054246,"100,0"
39199869,.
31179045,"96,2"
72421673,"97,9"
15763669,..
59655752,"100,0"
88750078,.
41555549,"100,0"
85459854,"100,0"
81876614,.
18711877,"100,0"
67071618,"100,0"
75324351,..
61229217,"86,4"
70376604,"97,6"
59575030,.
18617410,"100,0"
28025244,"100,0"
40338843,"100,0"
77440824,.
14292382,"100,0"
51981332,.
87859089,"100,0"
98908403,"94,4"
16493131,"98,1"
83272868,"94,3"
11526364,"91,2"
45552626,"100,0"
50906954,.
16748680,"100,0"
65674821,.
92332557,"95,2"
78690637,"96,4"
38048202,.
90990441,..
26671095,.
65320354,.
77544055,"100,0"
49112879,"98,0"
30279258,"98,1"
76903284,"100,0"
43623146,..
49141105,"92,3"
15870428,.
26646080,"100,0"
26750052,.
18974693,"99,3"
26996566,..
27704246,.
28967085,..
69747871,..
31151740,"100,0"
79346084,"100,0"
89816391,"100,0"
14448619,"96,2"
12546590,.
43565270,"98,8"
77176811,"93,5"
52791537,"100,0"
85152591,"99,0"
85819857,.
40600798,"98,5"
52942981,"97,6"
54117171,.
48120273,"100,0"
33233228,..
94167577,"94,6"
27023528,"96,6"
53903798,"66,7"
97770837,"94,9"
69650864,"100,0"
59581397,"100,0"
41938272,"100,0"
29423248,"98,0"
76054399,.
33132452,"87,2"
60142020,.
70811222,..
17911161,"82,1"
35084976,"100,0"
25525759,.
77632411,"98,8"
49068301,"100,0"
59898194,"97,7"
38195284,"97,3"
97510495,"93,1"
89461767,"96,6"
94717858,"96,5"
53760158,"100,0"
78422467,"94,6"
37802196,.
36288955,"100,0"
74812809,"96,7"
88839172,"100,0"
48412612,"98,6"
95618280,.
75075402,"98,2"
26326048,"96,7"
37839488,"91,1"
46256929,"100,0"
83374651,"100,0"
59796774,..
17675502,..
75600007,"100,0"
73812226,"98,2"
30762346,..
82964090,.
88955893,"100,0"
15278518,"96,3"
15390992,"93,6"
63943560,"100,0"
85516596,"94,7"
16784385,"96,3"
89963319,..
24339566,"99,2"
65458415,..
95154882,..
52333875,"100,0"
24663703,..
28519815,"91,5"
65666808,..
69543519,..
89693952,.
24759907,"84,7"
78433202,.
35366805,"94,6"
31315191,"97,1"
42775003,"98,7"
56670842,.
89370947,"97,5"
48555205,"97,7"
31313926,.
30312720,.
32116280,"100,0"
57143976,"98,7"
93367005,.
53175499,..
64388538,"100,0"
52153758,"100,0"
22116645,..
99755443,"99,6"
30167976,"100,0"
50104466,..
28004794,..
32071849,"100,0"
79845033,"97,8"
41099519,"100,0"
59386837,"100,0"
17276047,..
21382451,"100,0"
48244956,"84,6"
36769815,..
43873969,"100,0"
55825382,"100,0"
19306558,"95,2"
35301145,"96,3"
24993048,.
13084253,.
59942080,"77,8"
66273269,"100,0"
11275959,..
58518163,"92,3"
27993549,.
37912396,"100,0"
45593337,"100,0"
10226870,.
19839859,"100,0"
67628478,.
37517404,.
32057701,.
30615080,"91,2"
25178582,"96,4"
70543431,"100,0"
23476801,.
86351879,"100,0"
56041144,"98,1"
74322969,"100,0"
90260899,"100,0"
31057219,"100,0"
27079521,"100,0"
33572033,"83,3"
64579522,"100,0"
34381901,"100,0"
55150847,"98,5"
90076461,"94,9"
53069733,"100,0"
99394620,.
95368476,"100,0"
14853321,"100,0"
76448076,"90,9"
31537066,.
86488203,"95,3"
25156286,"100,0"
28081446,"98,9"
21400668,"100,0"
92949043,"100,0"
92818240,"100,0"
84329061,.
91048178,"86,7"
82718660,..
12399380,"100,0"
31486865,"99,6"
97265732,"100,0"
61720981,"100,0"
50424828,"78,6"
82931004,.
95024660,"95,8"
32263814,"100,0"
47393891,"100,0"
48414975,"100,0"
11533776,"88,0"
47108751,..
28829503,.
99622695,..
98651664,.
33657492,"100,0"
79309485,"100,0"
37078868,.
16130958,.
82195565,"100,0"
33596572,.
77713695,"100,0"
51131594,"90,5"
89680395,"100,0"
53696633,"100,0"
27440210,"100,0"
62758285,"100,0"
16218090,.
64667996,"100,0"
23544320,"100,0"
57668673,..
69040241,..
63993414,"100,0"
49136871,..
20855811,"80,8"
53923398,"94,8"
74560191,..
47844862,"99,4"
72984079,"92,7"
36480690,"91,4"
24787883,..
32995170,"97,2"
52048443,"100,0"
61674097,"100,0"
32550660,"99,2"
93488613,"96,3"
45600034,..
59599256,"98,9"
26957025,"100,0"
90509211,"100,0"
43277545,"92,9"
11953769,.
50393060,"100,0"
85788659,"94,7"
95340745,..
59521477,"96,3"
92442684,"91,7"
66095163,"96,7"
54599691,"95,8"
54004368,"96,4"
31975673,"99,4"
82251333,.
99864908,"97,3"
27106031,"100,0"
59463950,.
63931325,..
57391913,"100,0"
75374280,.
46148350,"95,2"
50133877,.
49868916,"100,0"
74919147,"97,3"
78389879,"100,0"
24277564,..
44412461,"100,0"
36355200,"100,0"
96920524,"94,0"
18217765,.
70803636,"100,0"
49576295,..
66028861,.
23797825,"98,1"
45293715,"93,9"
77712952,"95,2"
10433896,"97,4"
43154449,"100,0"
49170638,"100,0"
46379730,"97,4"
25379974,"93,8"
88025221,"98,4"
18042101,"100,0"
56041699,..
45111086,"100,0"
70955448,"100,0"
68824244,.
46707989,.
46986216,"95,5"
67924816,"95,5"
92805465,"100,0"
56084099,..
16720048,"96,3"
13960635,"100,0"
61176909,"100,0"
43479922,.
28391147,.
21778322,"100,0"
31380193,..
62612992,"92,6"
85485803,"94,4"
16848652,"100,0"
88429477,"100,0"
94975733,.
56802300,"100,0"
15149235,"90,3"
13981977,.
24538846,"100,0"
67058407,"100,0"
15791044,"100,0"
65392939,"96,3"
98696836,"100,0"
64908550,.
77358716,"100,0"
49739986,"98,6"
29225010,"87,5"
92192566,"100,0"
56886667,"98,2"
64648566,"100,0"
65421426,"97,9"
62394916,"100,0"
67908927,"95,8"
72071234,"100,0"
24349146,.
83605345,.
15933512,"99,3"
64693272,..
18072172,..
65833454,"92,3"
11341077,"100,0"
34988313,.
28045567,"100,0"
20768651,.
38880984,"97,2"
28872974,.
18686599,"100,0"
93779220,"97,4"
77797484,"98,5"
80785976,"86,2"
47559319,"100,0"
21532545,"100,0"
56187883,"100,0"
20752831,"77,1"
51023367,"100,0"
34739511,.
52690153,"100,0"
93221031,"97,2"
17474377,"100,0"
18345915,"91,9"
68229719,"100,0"
61004230,"100,0"
71262305,"100,0"
55795961,..
84947634,"100,0"
97870412,"90,5"
68564903,"98,2"
82840198,"100,0"
18208087,"90,9"
89982804,"100,0"
19464342,..
60743463,..
32960825,"100,0"
43609520,..
41416934,"95,8"
21567982,"86,7"
49379603,..
80167319,..
73171934,..
83474173,"97,8"
91487291,..
21866405,"76,9"
74434644,"98,0"
42022406,"96,0"
88445871,"99,0"
18425335,"89,3"
93281974,"100,0"
23424275,"88,3"
19150273,"100,0"
25624692,"94,7"
88534520,"96,9"
16554575,"96,3"
25356960,"95,9"
64284020,"90,5"
98132436,"94,8"
60096875,"76,9"
26334561,"89,5"
40386043,"100,0"
29324709,..
26864271,..
59483268,..
33685428,"93,3"
88573795,"100,0"
82814120,"100,0"
10924758,"78,9"
34153869,..
88259298,..
73098153,"91,7"
44240250,"97,3"
17846181,..
75082798,"83,5"
23555409,"100,0"
91333138,"88,5"
30341162,..
39936461,"100,0"
72266906,"90,5"
27030026,"100,0"
12154972,"88,5"
16950252,"96,2"
34637764,"94,1"
73255276,"100,0"
15077883,"72,9"
48434184,"89,6"
58724424,"73,3"
51138448,"100,0"
19647256,"95,5"
56421429,"100,0"
39911065,..
17008320,..
56737496,"91,9"
88850910,"73,3"
93939982,"100,0"
25720752,"95,0"
55155562,"93,7"
31533003,"100,0"
31429031,"95,3"
16361868,..
24008049,"88,1"
36680097,..
87756916,"86,8"
59734510,"91,2"
19586169,"86,4"
24273261,"93,3"
95683850,"91,9"
59455288,"87,5"
82163292,"94,4"
25679488,"56,5"
25677996,"94,4"
89888648,"97,2"
90003262,..
88163512,"90,9"
35063170,..
31279294,"94,1"
36782335,"93,5"
20666515,"100,0"
37906565,"100,0"
67279303,"100,0"
21648755,"77,2"
11111710,"100,0"
90551279,"92,7"
93062368,"93,8"
69686851,"91,3"
49616977,"92,3"
90267145,"100,0"
72998905,"96,2"
69481650,"78,9"
88153340,"95,0"
94353434,"86,0"
59396229,"90,9"
95165649,"90,2"
69626109,"83,7"
85068812,..
36444853,"96,6"
15414001,"74,5"
38311488,"90,6"
16819383,"95,6"
12994441,"100,0"
53660780,"100,0"
30086854,"87,5"
79094701,"100,0"
38684438,"73,7"
96590873,"96,5"
73147554,"100,0"
65752105,..
11274830,"88,9"
51321260,"98,3"
96279444,"100,0"
61880907,"85,5"
35006050,"90,9"
88886610,"88,9"
10638939,"100,0"
88556189,"49,0"
35236491,"98,4"
58502307,"92,9"
97177328,"94,1"
72127035,"96,9"
70969714,"83,3"
85003442,"97,3"
22752398,"90,6"
71922787,"100,0"
31843016,"70,6"
74148070,..
50696507,"100,0"
44653962,"100,0"
81993306,"90,3"
29097621,"87,1"
87764775,"83,3"
48438396,"95,1"
98052678,..
44341171,"79,3"
32671805,"87,2"
38448056,"100,0"
16313848,"98,9"
79606767,"100,0"
11294673,"95,5"
86327236,"100,0"
28398531,"94,1"
66335258,"93,3"
54172830,"69,6"
86310217,"71,4"
83085136,"100,0"
75458014,..
65136104,..
79033948,"100,0"
56330385,"66,7"
44392995,"76,9"
69241230,"91,3"
85544331,"100,0"
80327946,"91,9"
78875918,"76,9"
78023197,"95,7"
86385479,"80,8"
40991561,..
99838438,"94,7"
42859669,"78,4"
70923626,"96,8"
92905347,"100,0"
99592025,"76,9"
34247736,"100,0"
47550455,"96,9"
30329172,"100,0"
76877530,..
47046103,"90,6"
56664512,..
38167912,"100,0"
20620556,"100,0"
17173461,..
19560192,"98,1"
98053087,"70,3"
92858957,"93,3"
46660042,"82,0"
44113417,"87,5"
67783774,..
38917647,..
21363125,..
39555838,..
85214294,"100,0"
82084961,"69,6"
46162400,"94,5"
98369689,"93,5"
56529916,"95,0"
40810950,"100,0"
40037982,"93,3"
73829818,"93,8"
18881773,..
80686587,"100,0"
12279302,"100,0"
17849518,"100,0"
94570025,"91,7"
91984508,"93,9"
78659008,"91,7"
12448823,..
40667807,"100,0"
18091973,"89,6"
40634612,"87,5"
62439199,"95,0"
66132676,"100,0"
80762863,"94,8"
77688926,"100,0"
14508922,..
69629086,"96,5"
88624631,"95,7"
35390185,..
37358234,"85,7"
31657916,"100,0"
54606928,"93,8"
46241804,"90,0"
42573391,"100,0"
64574972,"100,0"
19741742,"78,1"
29032715,"100,0"
48931433,"100,0"
97270136,"96,6"
19909435,"100,0"
30530571,"85,4"
96024712,"100,0"
40829056,"100,0"
85800840,"100,0"
27115998,"88,9"
41867682,"100,0"
65662401,"94,7"
39583059,"89,1"
38645259,"84,4"
87207941,..
11673760,"94,7"
63791419,"75,8"
39805497,"95,2"
38400227,"68,4"
83829189,"100,0"
46145886,"100,0"
43649848,"100,0"
75344502,"85,0"
84247499,"98,6"
27041885,"100,0"
97064126,..
32580162,"95,7"
48722826,"96,8"
71571158,"96,9"
53691739,"100,0"
97596286,"94,0"
67554405,"98,8"
86473502,"92,9"
98239050,"78,6"
94455820,..
58368956,"92,9"
73567152,"71,4"
61547652,"100,0"
60209222,"77,6"
62104139,..
78872213,"92,0"
84286698,"96,2"
62490359,"100,0"
64725297,"72,4"
43362941,"82,6"
23350817,..
76860623,"100,0"
56021320,"100,0"
41358402,"100,0"
64569393,"94,4"
87262566,"97,6"
41844601,"100,0"
51620045,"91,7"
23457902,"85,7"
27597104,"100,0"
57397381,"71,2"
56947954,"97,4"
72022487,"86,2"
70969556,"100,0"
28248021,"93,5"
44417214,"100,0"
25025681,..
49488344,"82,4"
74408578,"96,4"
86724994,"98,8"
86158933,"87,0"
14102256,"96,3"
75082280,"100,0"
75914181,"88,2"
39302565,"93,5"
36072799,"100,0"
61432781,"90,1"
78287294,"96,3"
74316305,"91,4"
39096170,"100,0"
99279503,"100,0"
72109637,..
69240218,"100,0"
14057258,"100,0"
43313366,"77,8"
97868185,..
81551726,"66,7"
77823650,"98,0"
37550979,..
52634142,"98,9"
76195214,"96,9"
54839753,..
32705515,"90,9"
60214465,..
70137084,"88,3"
82002016,..
21901328,"100,0"
23306658,"98,6"
57350392,..
11102578,"100,0"
69306209,"100,0"
92651253,"100,0"
31740319,"89,2"
17944628,"100,0"
82826083,"93,8"
94090461,"66,7"
12954099,..
80931789,"96,3"
84098842,"100,0"
90473340,..
26167236,"98,2"
69807202,"98,1"
64648904,"100,0"
63035915,"79,9"
26324896,"93,8"
28848709,"90,0"
12613085,"96,2"
53896162,"100,0"
11185244,"100,0"
56211717,"95,0"
66824652,"94,4"
49168016,"95,5"
32042066,"98,1"
50821167,"100,0"
92814975,"100,0"
28770304,"81,1"
64123241,"100,0"
69063711,"100,0"
77609073,"89,7"
35894996,"91,8"
17119840,"93,9"
68748767,"90,3"
25596917,"58,8"
20984584,"100,0"
52129378,"94,9"
98541468,"94,4"
31155312,"100,0"
25648215,"93,8"
61823258,"87,5"
39178171,"89,7"
79994304,..
68006362,"99,2"
11608031,"76,5"
86762103,"67,9"
68381790,"89,7"
13006857,"92,5"
76007769,"100,0"
16956086,"87,5"
58187973,"100,0"
88894245,"100,0"
71160225,"100,0"
67752682,"97,9"
47884009,"90,3"
44672598,"90,0"
75340089,"90,6"
36670439,"88,5"
22220001,"91,5"
15100079,..
55421481,..
99356671,"85,7"
16702464,"100,0"
71353314,..
36252055,"96,2"
91812793,"100,0"
14355031,..
72891848,"88,1"
31796890,..
22426680,"92,3"
83805032,"100,0"
48862305,"77,8"
32887559,"100,0"
71541108,"94,4"
69471748,"74,5"
93239262,"100,0"
25745773,"95,7"
99976753,..
14278480,"77,8"
28023078,"100,0"
43284031,"94,3"
13963517,"100,0"
26267406,"87,5"
31255918,"98,5"
51955293,"97,4"
35035671,"88,2"
12130801,..
51736304,..
53180719,"98,6"
27489137,"100,0"
15609112,"90,0"
60424371,"82,4"
68655578,"79,3"
17062663,"98,2"
68741484,"79,3"
56267421,"100,0"
34990065,"94,6"
37054246,"72,4"
39199869,..
62216381,"87,8"
31179045,"93,5"
72421673,"91,7"
59655752,..
88750078,"97,1"
41878314,..
41555549,"95,8"
32003298,"100,0"
22383788,"91,3"
85459854,"94,4"
81876614,..
18711877,"96,2"
67071618,"100,0"
75324351,"100,0"
61229217,"88,2"
58929357,"100,0"
42517257,"84,4"
70376604,"100,0"
93503103,"86,4"
18617410,"100,0"
41697930,"100,0"
28025244,"94,4"
17184072,"100,0"
40338843,"100,0"
77440824,"100,0"
71069359,"100,0"
86896907,"100,0"
14292382,"100,0"
87859089,"89,5"
54764253,"97,9"
98908403,"95,8"
16493131,"96,6"
41119610,"100,0"
48304166,"91,5"
24982097,"94,4"
97104132,"100,0"
68597767,"100,0"
27964873,"94,4"
30706655,"85,0"
65674821,"100,0"
46332927,"100,0"
78690637,"84,1"
24653673,"100,0"
38048202,"94,0"
90990441,..
86319615,"100,0"
87303004,"100,0"
97835550,"100,0"
22446331,"89,2"
26671095,"100,0"
42911621,"94,8"
40575001,"93,0"
75027822,"93,8"
26508763,"98,7"
14504503,"100,0"
21850904,"100,0"
77544055,"85,7"
16198647,"98,6"
12496135,"100,0"
76903284,"77,8"
68649663,"81,1"
15870428,"91,4"
26750052,"100,0"
81997762,"96,7"
69747871,..
70119254,"100,0"
79346084,"97,9"
34222422,"100,0"
84230226,..
42060237,"70,5"
89816391,"66,7"
14448619,"95,0"
12546590,"90,5"
94167577,"73,7"
27023528,"87,8"
53903798,"95,0"
85782695,"92,3"
98815582,"92,0"
97770837,"83,3"
21312503,"97,4"
14926020,"94,7"
33132452,"92,8"
56942970,..
56653353,"97,9"
59898194,..
97510495,"70,6"
38683336,..
95618280,"80,0"
17675502,"92,9"
75600007,..
15278518,"97,8"
15390992,"98,5"
63943560,"100,0"
85516596,"87,0"
31998226,..
38236800,"60,4"
59026584,"97,1"
79829846,"95,2"
20061769,"91,7"
65458415,..
95154882,..
52333875,"86,0"
65666808,"75,6"
24397215,"97,7"
30677562,"83,8"
85054102,"76,2"
87274273,"100,0"
24759907,"58,8"
41631104,..
80357110,"82,6"
18451445,..
93367005,"89,2"
16501673,"81,6"
26298615,"82,6"
50104466,..
79845033,"88,9"
41099519,"100,0"
59386837,"90,2"
21627442,"94,5"
17276047,"100,0"
73217812,"89,5"
48244956,"85,0"
36769815,"100,0"
16931486,"100,0"
92489953,"100,0"
43873969,"100,0"
55825382,"93,8"
19306558,..
24993048,..
70132092,"84,7"
65034473,..
13084253,"96,2"
32321364,"100,0"
59942080,..
66273269,"100,0"
82888663,"100,0"
11275959,"94,0"
58518163,"100,0"
50615280,"100,0"
19035583,"100,0"
27993549,"100,0"
37912396,"90,9"
90312942,"91,7"
19839859,"86,7"
80280597,..
67628478,..
37517404,..
29159460,"82,0"
43601850,"100,0"
89630851,"97,7"
86351879,"78,9"
14586562,..
74322969,"100,0"
90260899,"100,0"
69302313,"100,0"
31057219,"95,5"
27079521,"97,3"
64579522,"76,0"
65234368,"98,4"
34381901,"93,6"
96414537,"100,0"
99394620,"100,0"
95368476,"100,0"
14853321,"85,7"
76448076,"100,0"
31537066,"100,0"
86488203,"97,0"
25156286,"100,0"
92949043,"100,0"
92818240,"92,4"
84329061,"100,0"
71969230,"81,0"
91048178,"69,5"
76942525,"76,9"
31486865,"100,0"
10373112,..
61720981,"100,0"
25698509,"97,4"
50424828,"83,8"
82931004,"94,7"
83584125,"100,0"
16496466,"100,0"
12075195,"100,0"
62300682,"100,0"
65265211,"96,6"
97191332,"96,6"
71938440,"92,9"
22811839,"100,0"
33205596,"100,0"
19930101,"100,0"
60727136,"100,0"
45132264,"95,8"
61647360,..
33657492,"72,1"
61622991,"84,7"
66644568,"94,4"
93659517,"100,0"
61175914,"88,2"
73316818,"100,0"
27859889,"100,0"
29161632,..
45541222,"100,0"
63451147,"91,7"
61197669,..
17812651,"100,0"
57668673,"80,0"
69040241,"100,0"
91905819,"83,3"
54882637,"87,5"
53923398,"91,8"
47844862,"81,5"
22239675,"100,0"
72984079,"82,4"
36480690,"96,2"
24787883,"81,3"
52048443,"86,7"
32550660,"100,0"
59599256,"87,1"
69865450,"82,0"
31112935,"86,7"
90509211,"93,9"
37316242,"92,0"
20173336,"81,8"
49872493,"89,7"
39147056,"98,1"
11953769,"100,0"
28646435,"96,0"
50393060,"96,0"
85788659,"96,2"
95340745,"100,0"
59521477,"76,9"
92442684,"93,8"
38544187,"100,0"
54599691,"46,9"
54467211,"100,0"
23517683,"100,0"
82251333,"90,0"
99864908,"100,0"
27106031,"87,5"
59463950,"85,7"
63931325,"85,2"
57391913,"90,5"
75374280,"96,3"
46148350,"100,0"
50133877,"95,2"
49868916,"100,0"
90240730,"90,9"
84908877,"77,4"
24277564,"100,0"
88956420,..
34002355,"92,3"
36355200,"100,0"
96920524,"94,7"
18217765,"100,0"
60919765,..
14677676,"97,0"
96152872,"97,8"
77835341,"100,0"
70803636,"100,0"
23797825,"100,0"
44738639,"87,5"
77712952,"95,0"
92009807,"84,6"
10433896,..
10342448,"89,1"
43154449,"100,0"
98032567,..
96194948,"92,6"
25955541,"91,7"
88025221,"92,3"
14799321,"93,1"
56041699,"84,0"
70955448,"100,0"
68824244,"92,7"
90685868,"98,4"
24501884,"90,7"
56084099,"96,6"
80711021,"95,7"
17648596,"78,2"
16720048,"94,9"
39341381,..
60088179,"80,3"
28391147,"88,1"
29209307,"96,4"
21778322,"100,0"
31380193,"88,2"
90290154,"93,3"
25847233,"95,8"
92816527,"83,7"
16848652,"100,0"
94975733,"83,9"
56802300,"100,0"
15149235,"95,7"
77379848,"100,0"
13981977,..
24538846,..
36886750,"100,0"
67422309,"97,1"
67058407,"90,9"
34421265,"96,8"
15791044,..
98696836,"82,8"
82160887,"96,3"
23175129,"100,0"
77358716,"100,0"
29225010,"78,9"
33249781,"88,5"
64648566,"95,8"
18691102,"84,6"
70302356,"96,0"
65421426,"100,0"
24349146,"90,6"
83605345,"100,0"
15933512,"98,6"
12198363,..
47692481,"71,7"
64693272,"84,6"
18072172,..
85188855,"95,7"
39528347,"97,2"
85473846,"94,6"
29744774,..
89690587,"95,7"
20768651,..
32239920,"100,0"
98781765,"94,2"
87112995,"96,4"
18686599,..
93779220,"83,3"
53279140,"91,5"
80785976,"95,0"
47559319,"92,9"
21532545,..
56187883,"76,8"
51023367,"91,5"
95069937,"100,0"
52690153,"68,8"
93221031,..
68229719,..
84947634,..
89982804,"100,0"
60743463,..
73171934,..
74434644,"100,0"
93281974,"100,0"
23424275,..
16554575,"96,3"
60096875,"83,3"
40386043,..
33685428,..
10924758,"78,9"
75082798,"100,0"
16950252,"92,3"
15077883,"78,6"
48434184,"100,0"
51138448,"100,0"
93939982,"100,0"
31533003,"100,0"
24273261,..
59455288,..
25677996,"100,0"
31279294,..
36782335,"100,0"
90551279,"90,9"
93062368,..
69626109,"83,7"
10638939,"100,0"
72127035,..
85003442,"100,0"
98052678,..
32671805,..
16313848,"100,0"
54172830,..
75458014,..
78023197,"89,5"
40991561,..
70923626,"100,0"
76877530,..
47046103,..
19560192,"95,5"
98053087,"92,9"
46660042,"75,0"
67783774,..
85214294,"100,0"
12279302,"100,0"
91984508,"93,9"
40667807,..
40634612,..
80762863,"92,5"
64574972,..
30530571,..
96024712,"100,0"
27115998,"100,0"
39583059,"100,0"
38645259,..
46145886,..
27041885,"100,0"
48722826,"94,1"
97596286,"96,3"
67554405,"100,0"
56021320,"100,0"
23457902,..
57397381,"92,9"
72022487,..
70969556,..
28248021,..
44417214,"100,0"
25025681,..
14102256,"95,0"
75082280,"100,0"
39096170,"100,0"
69240218,"100,0"
82002016,..
23306658,..
94090461,"66,7"
63035915,"92,1"
50821167,..
68748767,"100,0"
20984584,..
25648215,"100,0"
11608031,"100,0"
13006857,"100,0"
16956086,..
58187973,..
88894245,..
71160225,"100,0"
44672598,"89,5"
22220001,..
71353314,..
69471748,"100,0"
93239262,"100,0"
13963517,..
68655578,"100,0"
31179045,"95,2"
59655752,..
18711877,..
67071618,"100,0"
18617410,"100,0"
40338843,"100,0"
14292382,..
87859089,..
98908403,"90,9"
24982097,..
68597767,..
38048202,"91,3"
90990441,..
40575001,"95,8"
26508763,"100,0"
76903284,..
69747871,..
79346084,"95,7"
89816391,..
53903798,"92,3"
33132452,"100,0"
17675502,"92,9"
75600007,..
85516596,"91,7"
50104466,..
59386837,..
43873969,"100,0"
24993048,..
58518163,"100,0"
29159460,"84,6"
89630851,"100,0"
86351879,"86,7"
74322969,..
64579522,"92,9"
14853321,..
86488203,"100,0"
84329061,..
71969230,..
31486865,"100,0"
61720981,"100,0"
50424828,..
83584125,"100,0"
65265211,..
66644568,"94,4"
61175914,..
29161632,..
36480690,..
32550660,"100,0"
37316242,..
50393060,..
95340745,..
59521477,..
46148350,..
49868916,"100,0"
84908877,"78,6"
24277564,..
36355200,..
88025221,"92,3"
56041699,..
70955448,"100,0"
60088179,"80,0"
25847233,"95,7"
16848652,..
56802300,..
36886750,..
67422309,..
82160887,"100,0"
64648566,..
15933512,"96,3"
12198363,..
64693272,..
89690587,"89,5"
18686599,..
93779220,"83,3"
80785976,..
47559319,"92,9"
52690153,..
93221031,..
18345915,"88,2"
97870412,"100,0"
18208087,"100,0"
41416934,"96,4"
21567982,"84,6"
83474173,"93,3"
88445871,"98,2"
25624692,..
25356960,"93,3"
98132436,"96,2"
60096875,"71,4"
29324709,..
26864271,..
44240250,"92,3"
75082798,"93,3"
91333138,"84,6"
12154972,"83,3"
15077883,"76,9"
48434184,"84,6"
19647256,"95,8"
56737496,"93,8"
55155562,"97,1"
24008049,"95,5"
59734510,..
19586169,"100,0"
24273261,..
59455288,..
89888648,"90,9"
36782335,"100,0"
20666515,"100,0"
90551279,"88,2"
93062368,..
90267145,"100,0"
88153340,"95,0"
94353434,"86,0"
88886610,"88,9"
88556189,..
72127035,"92,3"
22752398,"90,2"
31843016,"100,0"
29097621,"92,1"
16313848,"96,4"
11294673,..
86327236,..
69241230,..
80327946,"94,1"
86385479,..
70923626,"95,2"
92905347,..
47550455,"100,0"
56664512,..
19560192,..
46660042,"85,0"
38917647,..
82084961,..
98369689,"88,2"
56529916,"93,9"
17849518,..
18091973,"100,0"
69629086,"100,0"
31657916,..
19741742,"78,6"
40829056,..
85800840,"100,0"
39583059,"80,0"
39805497,"90,9"
46145886,"100,0"
84247499,"100,0"
71571158,..
86473502,..
58368956,"92,9"
23350817,.
41358402,"100,0"
87262566,..
23457902,..
56947954,"100,0"
72022487,"66,7"
28248021,..
74408578,"92,3"
86724994,"97,1"
39302565,"85,0"
61432781,"89,8"
14057258,..
81551726,..
76195214,..
70137084,"81,5"
57350392,..
92651253,"100,0"
82826083,"95,0"
26167236,..
63035915,"61,5"
32042066,"94,7"
92814975,..
64123241,"100,0"
20984584,..
98541468,"94,4"
25648215,..
79994304,..
86762103,..
68381790,..
13006857,"83,3"
16956086,..
88894245,..
67752682,"94,1"
75340089,"94,4"
22220001,"88,0"
15100079,..
36252055,"88,9"
72891848,..
48862305,"67,9"
13963517,..
31255918,"100,0"
53180719,"100,0"
68655578,"65,7"
37054246,..
