skolkod,antal_elever
58502307,14
97177328,17
72127035,32
70969714,24
85003442,37
22752398,53
71922787,11
31843016,34
74148070,..
50696507,27
44653962,39
81993306,31
29097621,62
87764775,18
48438396,41
98052678,..
44341171,29
32671805,47
38448056,15
16313848,183
79606767,23
11294673,22
86327236,28
28398531,51
66335258,30
54172830,23
86310217,28
83085136,52
75458014,..
65136104,..
79033948,29
56330385,18
44392995,26
69241230,23
85544331,29
80327946,161
78875918,26
78023197,46
86385479,26
40991561,..
99838438,19
42859669,74
70923626,63
92905347,46
99592025,13
34247736,21
47550455,97
30329172,34
76877530,..
47046103,32
56664512,..
38167912,11
20620556,10
17173461,10
19560192,52
98053087,74
92858957,15
46660042,128
44113417,24
67783774,..
38917647,10
21363125,..
39555838,..
85214294,24
82084961,79
46162400,73
98369689,62
56529916,60
40810950,27
40037982,45
73829818,16
18881773,..
80686587,21
12279302,55
17849518,13
94570025,24
91984508,33
78659008,36
12448823,..
40667807,25
18091973,48
40634612,16
62439199,20
66132676,26
80762863,58
77688926,16
14508922,..
69629086,114
88624631,23
35390185,..
37358234,14
31657916,12
54606928,16
46241804,20
42573391,18
64574972,21
19741742,32
29032715,32
48931433,27
97270136,29
19909435,44
30530571,41
96024712,47
40829056,12
85800840,90
27115998,36
41867682,10
65662401,57
39583059,184
38645259,32
87207941,..
11673760,95
63791419,66
39805497,42
38400227,57
83829189,41
46145886,58
43649848,20
75344502,20
84247499,74
27041885,38
97064126,..
32580162,23
48722826,62
71571158,32
53691739,31
97596286,84
67554405,82
86473502,14
98239050,14
94455820,..
58368956,42
73567152,35
61547652,47
60209222,58
62104139,11
78872213,25
84286698,26
62490359,13
64725297,29
43362941,23
23350817,12
76860623,21
56021320,11
41358402,25
64569393,18
87262566,41
41844601,60
51620045,36
23457902,14
27597104,23
57397381,59
56947954,78
72022487,116
70969556,20
28248021,31
44417214,56
25025681,13
49488344,17
74408578,28
86724994,83
86158933,23
14102256,80
75082280,14
75914181,17
39302565,46
36072799,26
61432781,71
78287294,27
74316305,35
39096170,17
99279503,46
72109637,..
69240218,13
14057258,10
43313366,27
97868185,..
81551726,18
77823650,50
37550979,..
52634142,93
76195214,65
54839753,..
32705515,55
60214465,11
70137084,60
82002016,14
21901328,19
23306658,71
57350392,..
11102578,24
69306209,41
92651253,21
31740319,37
17944628,14
82826083,32
94090461,15
12954099,..
80931789,27
84098842,29
90473340,..
26167236,56
69807202,52
64648904,16
63035915,274
26324896,16
28848709,20
12613085,26
53896162,13
11185244,35
56211717,20
66824652,18
49168016,22
32042066,52
50821167,10
92814975,40
28770304,37
64123241,15
69063711,15
77609073,39
35894996,49
17119840,33
68748767,62
25596917,17
20984584,19
52129378,39
98541468,18
31155312,12
25648215,48
61823258,24
39178171,29
79994304,..
68006362,122
11608031,51
86762103,28
68381790,39
13006857,67
76007769,39
16956086,72
58187973,11
88894245,19
71160225,25
67752682,48
47884009,31
44672598,30
75340089,32
36670439,26
22220001,59
15100079,..
55421481,..
99356671,14
16702464,11
71353314,..
36252055,53
91812793,27
14355031,14
72891848,42
31796890,..
22426680,13
83805032,29
48862305,81
32887559,46
71541108,18
69471748,47
93239262,47
25745773,69
99976753,..
14278480,36
28023078,49
43284031,53
13963517,12
26267406,16
31255918,68
51955293,39
35035671,17
12130801,..
51736304,11
53180719,74
27489137,27
15609112,20
60424371,34
68655578,58
17062663,55
68741484,29
56267421,18
34990065,56
37054246,29
39199869,..
62216381,49
31179045,46
72421673,12
59655752,..
88750078,34
41878314,..
41555549,24
32003298,24
22383788,23
85459854,36
81876614,..
18711877,26
67071618,28
75324351,19
61229217,34
58929357,24
42517257,32
70376604,24
93503103,44
18617410,16
41697930,84
28025244,18
17184072,11
40338843,23
77440824,21
71069359,17
86896907,31
14292382,76
87859089,19
54764253,47
98908403,24
16493131,118
41119610,57
48304166,47
24982097,18
97104132,12
68597767,10
27964873,36
30706655,40
65674821,12
46332927,37
78690637,88
24653673,21
38048202,117
90990441,..
86319615,16
87303004,37
97835550,22
22446331,37
26671095,26
42911621,96
40575001,57
75027822,32
26508763,77
14504503,26
21850904,48
77544055,28
16198647,72
12496135,10
76903284,81
68649663,37
15870428,35
26750052,34
81997762,61
69747871,..
70119254,12
79346084,47
34222422,15
84230226,..
42060237,44
89816391,21
14448619,40
12546590,21
94167577,19
27023528,41
53903798,40
85782695,13
98815582,75
97770837,18
21312503,39
14926020,19
33132452,83
56942970,..
56653353,48
59898194,..
97510495,17
38683336,10
95618280,55
17675502,28
75600007,11
15278518,45
15390992,65
63943560,16
85516596,69
31998226,..
38236800,48
59026584,171
79829846,42
20061769,12
65458415,..
95154882,..
52333875,43
65666808,90
24397215,44
30677562,80
85054102,21
87274273,16
24759907,17
41631104,16
80357110,23
18451445,..
93367005,37
16501673,38
26298615,46
50104466,..
79845033,27
41099519,25
59386837,51
21627442,55
17276047,20
73217812,38
48244956,20
36769815,23
16931486,21
92489953,27
43873969,14
55825382,16
19306558,..
24993048,..
70132092,59
65034473,..
13084253,26
32321364,11
59942080,..
66273269,14
82888663,59
11275959,67
58518163,14
50615280,18
19035583,38
27993549,74
37912396,11
90312942,84
19839859,15
80280597,..
67628478,..
37517404,..
29159460,50
43601850,33
89630851,43
86351879,38
14586562,..
74322969,34
90260899,19
69302313,23
31057219,67
27079521,37
64579522,25
65234368,63
34381901,47
96414537,31
99394620,15
95368476,18
14853321,28
76448076,50
31537066,15
86488203,33
25156286,10
92949043,24
92818240,79
84329061,63
71969230,21
91048178,59
76942525,26
31486865,25
10373112,..
61720981,71
25698509,38
50424828,74
82931004,19
83584125,17
16496466,10
12075195,16
62300682,19
65265211,29
97191332,29
71938440,14
22811839,61
33205596,17
19930101,57
60727136,15
45132264,24
61647360,..
33657492,43
61622991,72
66644568,36
93659517,57
61175914,17
73316818,32
27859889,13
29161632,..
45541222,11
63451147,12
61197669,..
17812651,21
57668673,25
69040241,10
91905819,30
54882637,16
53923398,73
47844862,27
22239675,21
72984079,17
36480690,26
24787883,16
52048443,15
32550660,16
59599256,31
69865450,50
31112935,30
90509211,33
37316242,87
20173336,66
49872493,29
39147056,53
11953769,10
28646435,25
50393060,25
85788659,26
95340745,26
59521477,39
92442684,48
38544187,47
54599691,32
54467211,90
23517683,19
82251333,50
99864908,16
27106031,24
59463950,28
63931325,61
57391913,21
75374280,27
46148350,23
50133877,42
49868916,49
90240730,77
84908877,31
24277564,21
88956420,..
34002355,39
36355200,24
96920524,19
18217765,16
60919765,..
14677676,33
96152872,46
77835341,12
70803636,24
23797825,21
44738639,16
77712952,20
92009807,78
10433896,13
10342448,46
43154449,17
98032567,..
96194948,27
25955541,48
88025221,26
14799321,29
56041699,25
70955448,15
68824244,41
90685868,61
24501884,43
56084099,29
80711021,93
17648596,55
16720048,39
39341381,12
60088179,61
28391147,67
29209307,28
21778322,19
31380193,17
90290154,30
25847233,71
92816527,86
16848652,16
94975733,31
56802300,17
15149235,23
77379848,10
13981977,..
24538846,..
36886750,18
67422309,35
67058407,11
34421265,63
15791044,..
98696836,29
82160887,54
23175129,18
77358716,18
29225010,19
33249781,52
64648566,24
18691102,13
70302356,25
65421426,36
24349146,170
83605345,18
15933512,146
12198363,..
47692481,46
64693272,13
18072172,..
85188855,23
39528347,36
85473846,74
29744774,..
89690587,47
20768651,..
32239920,65
98781765,69
87112995,28
18686599,..
93779220,18
53279140,47
80785976,20
47559319,14
21532545,..
56187883,56
51023367,47
95069937,18
52690153,16
93221031,..
68229719,..
84947634,..
89982804,15
60743463,..
73171934,..
74434644,19
93281974,11
23424275,..
16554575,27
60096875,12
40386043,..
33685428,..
10924758,19
75082798,14
16950252,13
15077883,14
48434184,11
51138448,16
93939982,28
31533003,25
24273261,..
59455288,..
25677996,10
31279294,..
36782335,12
90551279,33
93062368,..
69626109,43
10638939,20
72127035,..
85003442,14
98052678,..
32671805,..
16313848,36
54172830,..
75458014,..
78023197,19
40991561,..
70923626,14
76877530,..
47046103,..
19560192,22
98053087,14
46660042,36
67783774,..
85214294,17
12279302,11
91984508,33
40667807,..
40634612,..
80762863,40
64574972,..
30530571,..
96024712,28
27115998,18
39583059,19
38645259,..
46145886,..
27041885,13
48722826,17
97596286,27
67554405,13
56021320,11
23457902,..
57397381,14
72022487,..
70969556,..
28248021,..
44417214,10
25025681,13
14102256,20
75082280,14
39096170,17
69240218,13
82002016,..
23306658,..
94090461,15
63035915,38
50821167,..
68748767,18
20984584,..
25648215,20
11608031,15
13006857,10
16956086,..
58187973,..
88894245,..
71160225,18
44672598,19
22220001,11
71353314,..
69471748,10
93239262,47
13963517,..
68655578,23
31179045,21
59655752,..
18711877,..
67071618,18
18617410,16
40338843,15
14292382,..
87859089,..
98908403,11
24982097,..
68597767,..
38048202,23
90990441,..
40575001,24
26508763,11
76903284,..
69747871,..
79346084,23
89816391,..
53903798,26
33132452,21
17675502,28
75600007,11
85516596,12
50104466,..
59386837,10
43873969,14
24993048,..
58518163,14
29159460,13
89630851,27
86351879,15
74322969,..
64579522,14
14853321,..
86488203,16
84329061,..
71969230,..
31486865,25
61720981,16
50424828,..
83584125,17
65265211,..
66644568,36
61175914,..
29161632,..
36480690,..
32550660,16
37316242,..
50393060,..
95340745,..
59521477,..
46148350,..
49868916,30
84908877,14
24277564,..
36355200,..
88025221,26
56041699,..
70955448,15
60088179,20
25847233,23
16848652,..
56802300,..
36886750,..
67422309,..
82160887,15
64648566,..
15933512,27
12198363,..
64693272,..
89690587,19
18686599,..
93779220,18
80785976,..
47559319,14
52690153,..
93221031,..
18345915,17
97870412,14
18208087,11
41416934,28
21567982,13
83474173,15
88445871,55
25624692,..
25356960,15
98132436,53
60096875,14
29324709,11
26864271,15
44240250,13
75082798,15
91333138,13
12154972,36
15077883,13
48434184,13
19647256,24
56737496,16
55155562,34
24008049,22
59734510,..
19586169,15
24273261,..
59455288,..
89888648,11
36782335,15
20666515,12
90551279,34
93062368,..
90267145,14
88153340,40
94353434,57
88886610,27
88556189,14
72127035,13
22752398,41
31843016,15
29097621,38
16313848,28
11294673,..
86327236,..
69241230,..
80327946,17
86385479,..
70923626,21
92905347,..
47550455,27
56664512,..
19560192,..
46660042,20
38917647,..
82084961,14
98369689,17
56529916,49
17849518,..
18091973,18
69629086,43
31657916,..
19741742,14
40829056,..
85800840,45
39583059,40
39805497,22
46145886,16
84247499,10
71571158,..
86473502,..
58368956,42
23350817,..
41358402,25
87262566,..
23457902,..
56947954,16
72022487,24
28248021,..
74408578,13
86724994,34
39302565,20
61432781,59
14057258,..
81551726,..
76195214,..
70137084,27
57350392,..
92651253,12
82826083,20
26167236,..
63035915,39
32042066,19
92814975,..
64123241,15
20984584,..
98541468,18
25648215,..
79994304,..
86762103,..
68381790,..
13006857,12
16956086,..
88894245,..
67752682,17
75340089,18
22220001,25
15100079,..
36252055,18
72891848,..
48862305,56
13963517,..
31255918,20
53180719,11
68655578,35
37054246,..
62216381,27
18711877,..
61229217,13
41697930,32
77440824,..
14292382,11
54764253,21
98908403,13
16493131,18
24982097,..
27964873,13
30706655,14
78690637,29
24653673,..
87303004,..
97835550,..
22446331,..
42911621,35
14504503,..
76903284,..
81997762,15
70119254,12
42060237,28
85782695,13
38236800,..
41631104,10
16501673,..
26298615,10
41099519,..
59386837,..
73217812,..
16931486,..
70132092,25
27993549,33
90312942,14
19839859,..
29159460,..
43601850,11
74322969,..
31057219,..
34381901,16
96414537,..
99394620,13
76448076,25
92818240,51
84329061,..
71969230,..
91048178,..
65265211,..
22811839,61
61622991,72
61175914,..
91905819,..
54882637,13
53923398,..
69865450,..
20173336,20
49872493,..
39147056,17
11953769,..
85788659,..
59521477,..
54467211,30
82251333,30
90240730,34
34002355,..
96920524,12
96152872,13
92009807,10
10342448,36
90685868,18
17648596,55
39341381,..
29209307,..
90290154,..
92816527,20
24538846,..
67422309,13
34421265,11
82160887,24
33249781,10
18691102,..
24349146,57
83605345,10
47692481,10
85188855,..
85473846,22
32239920,36
56187883,14
52690153,..
74776778,56
71262305,27
84947634,11
48009865,39
89982804,..
97968599,20
91748148,39
42218661,..
74434644,51
42022406,..
34076477,149
54896448,20
97758137,13
26334561,30
40386043,88
20699742,135
82814120,32
45164827,60
10924758,21
34153869,13
17846181,..
75082798,26
23555409,30
27030026,80
15077883,26
48434184,22
58724424,..
39911065,57
56737496,38
55155562,58
31533003,51
19981611,11
25679488,24
35063170,14
31279294,..
36782335,56
67279303,..
21648755,81
11111710,..
49616977,31
84835666,27
20319353,25
85068812,..
78397312,31
36444853,27
89837629,..
12994441,15
88774402,60
75141151,32
61701709,147
38684438,52
39549479,84
73147554,79
69983740,12
12052268,22
71597051,44
40690520,31
35006050,19
10638939,..
34336190,80
88834120,18
53640774,75
72127035,14
71922787,42
92507006,29
20100577,94
79606767,43
11294673,..
86327236,15
66335258,..
54172830,23
56330385,19
44392995,32
60730660,73
82592568,84
86385479,14
49862313,24
42859669,52
99592025,59
34247736,62
76877530,..
38167912,15
43826783,..
58125096,52
17173461,..
30468157,30
23681822,90
92858957,58
82084961,20
73829818,60
18881773,..
12279302,17
64205087,138
18091973,10
88466776,12
54606928,86
19741742,44
45830583,14
30530571,62
78839208,27
30458073,..
27115998,66
79516949,..
87207941,26
11673760,117
38400227,43
81619482,22
39149668,27
67554405,14
73944169,45
78872213,18
64569393,12
48217580,114
57397381,87
72022487,43
71512894,20
28248021,11
44417214,20
74408578,52
71043974,88
61161774,72
75914181,..
24544503,88
69240218,22
12934438,52
43313366,38
37550979,11
60214465,26
23306658,13
11102578,26
10129345,88
94090461,42
26324896,17
56639389,87
53896162,150
17779637,34
71929526,11
60873719,16
68748767,..
23548714,26
48593439,18
91773491,..
30361243,135
25596917,31
31155312,..
84424083,110
10481541,48
68381790,..
13006857,28
16956086,39
58187973,10
31870541,29
44672598,49
31822012,50
62855448,29
91812793,122
58907711,29
68285560,91
69471748,34
99976753,92
75575321,53
57690933,28
12130801,11
95785055,54
68741484,25
37054246,13
31179045,26
59655752,11
41555549,34
85459854,20
67071618,16
28025244,27
40338843,23
14292382,..
87859089,11
98908403,27
83272868,16
45552626,44
92332557,29
78690637,75
77544055,62
76903284,11
49141105,14
26646080,137
79346084,55
14448619,52
43565270,45
85152591,102
40600798,133
48120273,25
94167577,17
53903798,17
97770837,48
70811222,..
17911161,74
35084976,12
77632411,30
59898194,24
38195284,57
97510495,49
89461767,29
94717858,28
75075402,27
26326048,46
37839488,57
73812226,36
15278518,27
85516596,19
16784385,53
24339566,60
65458415,..
52333875,19
24759907,25
31315191,38
48555205,151
32116280,53
64388538,..
52153758,30
99755443,152
30167976,32
32071849,30
79845033,..
41099519,13
59386837,..
21382451,24
55825382,60
59942080,22
37912396,..
45593337,13
19839859,..
30615080,53
86351879,27
90260899,13
31057219,..
27079521,20
64579522,..
34381901,13
55150847,56
53069733,..
14853321,23
86488203,51
25156286,..
28081446,32
92818240,44
12399380,..
31486865,120
97265732,77
61720981,24
50424828,..
95024660,72
32263814,19
33657492,29
79309485,90
77713695,26
23544320,36
69040241,..
20855811,39
53923398,24
74560191,..
47844862,92
72984079,22
61674097,32
93488613,12
59599256,82
90509211,40
50393060,16
85788659,..
59521477,20
54599691,58
31975673,73
27106031,47
46148350,..
49868916,28
74919147,20
78389879,12
44412461,93
96920524,50
70803636,37
23797825,53
10433896,28
49170638,14
25379974,..
18042101,50
70955448,30
92805465,87
61176909,34
21778322,23
31380193,..
62612992,54
16848652,26
15149235,14
24538846,12
67058407,20
98696836,75
49739986,20
92192566,13
65421426,128
72071234,97
65833454,..
28045567,75
38880984,71
18686599,14
47559319,11
20752831,57
51023367,..
52690153,..
93221031,..
18345915,20
71262305,..
97870412,14
82840198,13
41416934,..
21866405,11
42022406,25
25624692,..
64284020,43
40386043,23
26864271,..
75082798,16
23555409,15
30341162,..
72266906,21
15077883,..
48434184,11
56421429,12
56737496,..
24008049,25
36680097,..
59734510,..
19586169,..
95683850,16
89888648,21
36782335,23
37906565,16
90551279,19
69686851,25
90267145,..
85068812,..
16819383,20
79094701,25
11274830,72
35006050,26
88556189,..
97177328,17
72127035,..
22752398,12
71922787,..
81993306,19
16313848,34
11294673,..
28398531,..
79033948,29
69241230,..
80327946,32
86385479,12
99838438,19
42859669,28
92905347,..
99592025,13
30329172,17
47046103,..
19560192,..
98053087,26
46660042,20
44113417,14
39555838,..
82084961,51
46162400,63
12448823,..
18091973,..
40634612,11
69629086,58
31657916,..
42573391,..
29032715,14
19909435,14
85800840,16
27115998,18
41867682,10
39583059,30
38645259,..
63791419,22
46145886,29
84247499,15
48722826,29
53691739,31
60209222,28
78872213,11
51620045,36
56947954,27
72022487,22
70969556,..
28248021,..
74408578,15
86724994,23
39302565,14
74316305,11
72109637,..
97868185,..
77823650,24
76195214,..
70137084,15
69306209,26
80931789,27
90473340,..
26167236,..
63035915,48
12613085,26
66824652,15
32042066,14
92814975,14
69063711,..
77609073,..
68748767,..
52129378,39
61823258,..
68006362,44
86762103,..
68381790,..
13006857,14
16956086,27
58187973,..
88894245,..
67752682,20
44672598,11
22220001,15
16702464,..
36252055,35
72891848,10
32887559,31
43284031,27
13963517,..
26267406,..
31255918,26
51736304,..
53180719,10
27489137,27
37054246,21
62216381,21
88750078,16
22383788,23
81876614,..
75324351,..
61229217,13
41697930,26
17184072,..
77440824,14
14292382,14
87859089,..
16493131,16
24982097,..
68597767,..
30706655,11
38048202,36
87303004,..
97835550,..
26671095,26
42911621,26
15870428,20
26750052,34
81997762,16
79346084,24
14448619,29
94167577,16
21312503,39
33132452,22
15390992,65
38236800,14
95154882,..
65666808,46
93367005,37
16501673,..
79845033,21
41099519,..
59386837,..
17276047,20
48244956,20
70132092,28
27993549,16
90312942,23
37517404,..
29159460,10
43601850,12
86351879,11
74322969,..
90260899,..
31057219,18
27079521,15
96414537,..
95368476,..
76448076,25
91048178,26
76942525,..
61720981,34
82931004,19
33205596,17
60727136,..
33657492,11
93659517,57
57668673,20
91905819,..
54882637,..
36480690,..
52048443,15
69865450,..
37316242,28
50393060,..
59521477,11
54467211,20
59463950,17
63931325,13
75374280,..
50133877,30
34002355,10
18217765,..
96152872,16
10433896,13
43154449,17
96194948,..
68824244,29
90685868,16
39341381,..
28391147,67
31380193,..
90290154,..
92816527,30
94975733,23
77379848,..
13981977,..
67422309,..
82160887,..
23175129,12
29225010,19
24349146,41
85188855,..
39528347,28
32239920,20
80785976,12
21532545,..
56187883,13
51023367,22
52690153,..
61004230,25
23517336,12
48009865,..
82840198,..
19464342,..
43609520,15
42218661,18
42022406,23
56679384,78
69018222,48
64284020,..
97758137,13
40386043,59
33685428,18
34153869,..
75082798,12
23555409,10
30341162,13
19912478,46
58724424,..
95684185,36
93939982,..
55155562,..
24008049,61
54481243,11
36680097,..
25677996,21
31279294,11
36782335,16
21648755,15
69686851,..
54965510,45
25872338,..
10974852,..
85068812,..
78397312,29
36444853,28
61469192,63
79094701,33
71597051,16
53231578,29
91011325,15
97382366,53
10638939,..
69739484,71
92887917,76
68734112,..
44653962,..
47264019,30
20099064,80
16313848,35
79033948,14
68240485,56
95046058,38
44392995,40
99838438,13
30329172,14
76877530,..
38167912,..
77839100,..
55535552,..
92533079,49
92858957,19
82084961,..
50908408,11
18594470,34
72232853,81
18091973,..
36539945,..
40634612,10
66132676,61
64574972,20
48931433,..
85800840,55
68920727,29
27115998,..
79516949,15
96684210,96
23836342,27
81619482,13
39149668,..
48722826,..
73063662,63
43251309,13
67554405,..
94455820,..
78872213,10
56021320,19
64569393,..
86888278,..
57397381,27
44417214,..
49488344,24
57777751,..
38732602,12
86158933,52
75914181,12
84476205,21
24544503,26
86787111,42
97868185,28
70137084,..
23306658,..
11102578,11
94468610,37
90473340,11
64648904,11
75939593,85
51449748,94
28267726,50
71929526,11
71472793,31
69063711,11
35894996,..
65722876,155
49231191,47
13006857,10
16956086,..
88894245,..
44672598,..
99356671,..
29449669,59
91812793,19
14355031,19
46611859,180
65150019,72
47537928,29
44285075,26
68741484,..
72421673,..
15763669,..
18711877,26
61229217,..
70376604,42
40338843,..
16493131,23
83272868,10
16748680,15
92332557,37
78690637,68
90990441,..
49112879,50
43623146,..
18974693,15
28967085,..
33233228,..
94167577,22
27023528,13
97770837,..
29423248,19
33132452,..
17911161,..
35084976,..
77632411,27
53760158,24
78422467,148
75075402,26
46256929,44
83374651,24
30762346,..
15390992,47
85516596,..
95154882,..
24663703,..
28519815,80
65666808,..
24759907,103
35366805,56
89370947,118
64388538,76
17276047,..
48244956,13
43873969,24
19306558,21
45593337,..
25178582,42
70543431,13
56041144,12
90260899,..
33572033,48
95368476,21
76448076,10
28081446,24
21400668,27
92949043,13
31486865,46
97265732,26
50424828,14
11533776,75
99622695,..
51131594,21
89680395,14
53696633,15
27440210,48
62758285,23
57668673,..
63993414,..
49136871,..
53923398,10
74560191,..
36480690,16
24787883,..
52048443,11
43277545,56
66095163,30
54004368,28
31975673,..
99864908,..
49868916,24
44412461,15
49576295,..
45293715,66
77712952,..
10433896,13
43154449,10
46379730,15
46986216,47
16720048,27
31380193,..
85485803,12
88429477,..
98696836,10
49739986,13
29225010,16
56886667,106
62394916,..
67908927,24
18072172,..
11341077,31
77797484,55
80785976,15
21532545,13
51023367,..
43649848,20
74316305,19
84098842,13
17062663,15
71069359,17
48304166,17
92009807,15
93221031,11
17474377,16
55795961,..
84947634,21
68564903,10
18208087,17
41416934,37
21866405,28
25624692,..
25356960,59
98132436,..
40386043,13
44240250,24
75082798,12
91333138,13
12154972,28
15077883,..
48434184,..
19647256,..
93939982,..
55155562,21
24008049,20
59734510,..
19586169,..
24273261,..
89888648,..
90003262,10
36782335,12
67279303,25
21648755,22
90267145,..
61880907,83
88556189,11
72127035,..
70969714,15
31843016,12
29097621,24
16313848,48
86327236,..
86310217,28
69241230,..
80327946,24
70923626,..
92905347,..
30329172,14
47046103,18
17173461,..
19560192,..
98053087,..
46660042,13
38917647,..
98369689,45
17849518,..
40667807,..
69629086,13
31657916,..
46241804,20
29032715,18
19909435,..
85800840,10
39583059,42
38645259,..
39805497,17
83829189,12
84247499,49
97064126,..
48722826,10
71571158,23
73567152,22
84286698,12
23350817,..
87262566,29
56947954,21
72022487,17
70969556,..
86724994,18
39302565,12
61432781,12
14057258,..
81551726,..
52634142,28
76195214,..
70137084,18
92651253,..
26167236,10
28848709,20
49168016,19
28770304,37
17119840,22
61823258,..
86762103,..
76007769,21
88894245,..
47884009,..
75340089,..
36670439,12
72891848,..
83805032,29
31255918,22
35035671,17
53180719,..
17062663,40
88750078,13
85459854,23
61229217,..
93503103,22
14292382,..
87859089,..
16493131,20
48304166,10
27964873,23
30706655,..
78690637,..
24653673,16
87303004,10
97835550,..
22446331,22
40575001,24
76903284,28
81997762,..
42060237,..
89816391,13
38236800,..
85054102,21
87274273,16
16501673,..
26298615,36
50104466,..
59386837,14
73217812,..
16931486,..
13084253,26
82888663,33
11275959,35
27993549,18
90312942,23
19839859,..
29159460,..
43601850,..
14586562,..
74322969,11
90260899,10
31057219,23
27079521,..
34381901,10
95368476,..
84329061,..
71969230,..
91048178,..
10373112,..
65265211,..
19930101,57
33657492,..
53923398,42
69865450,..
37316242,..
20173336,..
49872493,..
39147056,36
85788659,13
95340745,..
59521477,10
54467211,17
82251333,..
63931325,25
75374280,11
46148350,..
50133877,12
90240730,43
84908877,..
34002355,10
18217765,..
92009807,53
90685868,..
56084099,22
39341381,..
29209307,19
92816527,13
15149235,..
77379848,..
34421265,22
18691102,..
70302356,25
24349146,51
83605345,..
47692481,..
85188855,..
85473846,29
98781765,62
56187883,..
51023367,..
52690153,..
93221031,12
61004230,10
71262305,..
68564903,17
89982804,10
74434644,13
18425335,39
23424275,..
34153869,..
75082798,15
27030026,17
15077883,..
39911065,..
56737496,13
87756916,15
19586169,..
24273261,..
59455288,13
25679488,10
35063170,..
36782335,15
37906565,..
21648755,23
49616977,13
72998905,..
69481650,22
12994441,..
30086854,40
38684438,19
73147554,11
35006050,18
10638939,..
71922787,..
44341171,13
32671805,..
79606767,19
11294673,..
86327236,13
28398531,15
54172830,10
56330385,18
42859669,13
92905347,..
47550455,21
17173461,..
98053087,27
92858957,15
44113417,10
18881773,..
94570025,24
54606928,16
42573391,..
97270136,..
30530571,..
40829056,..
38645259,..
87207941,..
11673760,30
38400227,14
27041885,10
97064126,..
67554405,28
86473502,..
98239050,14
94455820,..
78872213,14
23350817,..
87262566,..
41844601,22
23457902,..
57397381,19
72022487,..
28248021,..
44417214,24
49488344,17
14102256,16
43313366,27
37550979,..
76195214,27
60214465,11
11102578,24
84098842,16
63035915,24
26324896,16
50821167,..
77609073,15
68748767,..
25596917,17
20984584,..
25648215,10
11608031,..
86762103,..
68381790,10
16956086,..
22220001,..
15100079,..
16702464,..
72891848,..
69471748,16
99976753,..
14278480,17
51955293,27
12130801,..
53180719,..
68741484,20
41555549,..
75324351,..
28025244,11
40338843,..
16493131,15
48304166,13
24982097,..
68597767,..
30706655,..
